customer_id,customer_name,email,product_id,product_name,category,rating,review_title,review_text,review_date,helpful_votes,total_votes,feedback_category
CUST00888,Jacob Rodriguez,tracywarner@example.com,PROD6450,Backpack,Electronics,4,Works well,Good product. Our second effect opportunity way some.,2025-03-28,42.0,87,Positive
CUST00889,Victoria Armstrong,justin38@example.org,PROD4756,Shoes,Home,2,Arrived late,Not as expected. Enter guess share pass decision inside bill enjoy best audience business society watch seat.,2024-09-03,44.0,73,Critical
CUST00890,Kimberly Richardson,rcox@example.org,PROD6542,Laptop,Home,4,Recommended,Nice quality. Economic office sister Democrat everyone he forget bit sea something deep.,2025-02-24,6.0,62,Positive
CUST00891,Judith Stephens,elizabeth38@example.net,PROD4277,Headphones,Accessories,2,Bad experience,Arrived late. Yeah six determine reveal class network world.,2024-11-10,36.0,42,Critical
CUST00892,Joel Jacobs,jesse84@example.net,PROD4852,Watch,Home,4,Good product,Recommended. Degree his money top travel speak glass risk.,2026-03-03,26.0,83,Positive
CUST00893,Tyler Cook,dguerrero@example.net,PROD1061,Headphones,Fashion,5,Highly recommended,Excellent product. Position move threat media hard should man long share sure.,2025-10-12,17.0,38,Positive
CUST00894,Jonathan Thomas,andrew70@example.com,PROD9690,Shoes,Fashion,3,Works fine,Decent quality. Society discussion no ever you rest skin maybe.,2025-04-06,16.0,68,Neutral
CUST00895,Ashley Bird,nperkins@example.com,PROD9159,Smartphone,Electronics,5,Amazing quality,Best purchase ever. Book husband concern type cost make parent hold model almost threat player.,2026-06-13,22.0,65,Positive
CUST00896,Marissa Weaver,jillian06@example.com,PROD5846,Laptop,Accessories,1,Waste of money,Very disappointed. Write she network own per power writer rise religious party risk free.,2025-03-07,9.0,55,Critical
CUST00897,Vincent Dean,fevans@example.net,PROD8653,Smartphone,Fashion,1,Terrible quality,Terrible quality. Old around minute interest tax in message claim.,2025-05-22,31.0,53,Critical
CUST00898,Phyllis Carrillo,carlos78@example.net,PROD1587,Tablet,Accessories,1,Terrible quality,Not working. May hard free size reality order single chance heavy.,2025-05-09,13.0,60,Critical
CUST00899,Jessica Bernard,duncanrobert@example.org,PROD6922,Tablet,Fashion,4,,Satisfied with purchase. Consumer quickly mission red half financial resource her market.,2026-07-04,18.0,56,Positive
CUST00900,Shannon Craig,mgarza@example.com,PROD3174,Camera,Electronics,1,Not working,Very disappointed. Into ever continue foot speak human.,2026-01-12,22.0,69,Critical
CUST00901,Jacqueline Bailey,,PROD5464,Tablet,Electronics,2,Arrived late,Arrived late. To television Congress she company yeah identify drive each expect save anything.,2026-05-27,17.0,58,Critical
CUST00902,Scott Manning,jeffreygates@example.net,PROD1149,Tablet,Home,2,Packaging damaged,Arrived late. Tend water only six beautiful analysis cut professor so think research image.,2025-09-15,12.0,81,Critical
CUST00903,John Berry,morganrivera@example.org,PROD9205,Laptop,Fashion,1,Not working,Broken on arrival. Cut prepare shoulder sea where again beat people spring wish fill.,2026-03-03,4.0,46,Critical
CUST00904,Taylor Campbell,mosleyoscar@example.com,PROD6302,Smartphone,Accessories,3,Decent quality,Okay for the price. Shoulder power best yeah these approach realize across.,2025-10-26,31.0,96,Neutral
CUST00905,Frank Smith,austinrodney@example.org,PROD2244,Watch,Accessories,3,Works fine,Neutral experience. Deal tax could than popular behavior girl.,2025-03-28,17.0,44,Neutral
CUST00906,Charles Stevens,morgantaylor@example.org,PROD4912,Camera,Accessories,1,Broken on arrival,Waste of money. Nature task ability ball today ground give pressure political strategy hospital.,2025-09-05,46.0,59,Critical
CUST00907,Matthew Cobb,burkecindy@example.com,PROD5623,Headphones,Home,4,Recommended,Nice quality. State always star window suddenly him election.,2025-02-09,16.0,88,Positive
CUST00908,Barry Moody,jayhernandez@example.net,PROD7301,Headphones,Accessories,1,Waste of money,Not working. Appear main college base government go least travel culture fly fund lead hot.,2025-01-08,45.0,77,Critical
CUST00909,Melinda Johnson,douglashernandez@example.net,PROD9560,Camera,Electronics,2,Arrived late,Poor quality. Light environment do picture especially nice.,2026-04-12,12.0,85,Critical
CUST00910,Curtis Fuller,fhill@example.com,PROD7395,Camera,Home,1,Very disappointed,Terrible quality. Sport thing start let prepare today bank.,2025-06-28,0.0,88,Critical
CUST00911,Tiffany Davis,hmalone@example.net,PROD7654,Backpack,Home,3,Okay for the price,Works fine. Power learn foreign result respond process charge teacher represent five everything measure.,2025-12-27,17.0,44,Neutral
CUST00912,Steven Smith,tsimon@example.com,PROD9552,Watch,Accessories,4,Recommended,Works well. Space front generation apply chance police almost doctor picture type.,2026-04-19,24.0,26,Positive
CUST00913,Christopher Martin,gberg@example.com,PROD4286,Watch,Fashion,3,Neutral experience,Neutral experience. Language through bar north responsibility space religious between most nice last reflect may.,2025-05-24,4.0,10,Neutral
CUST00914,Jacob Johnson,gnewman@example.net,PROD6629,Backpack,Accessories,3,Neutral experience,Neutral experience. Voice go land religious whole magazine determine side.,2025-04-05,41.0,62,Neutral
CUST00915,James Prince,bakeralyssa@example.net,PROD6261,Tablet,Electronics,5,Excellent product,Excellent product. Five yeah support operation art begin help price yet none relationship.,2026-06-21,28.0,30,Positive
CUST00916,Elijah Sanchez,kendramedina@example.net,PROD8906,Camera,Home,3,Average product,Works fine. What recognize who forget similar local send gas.,2024-09-03,47.0,62,Neutral
CUST00917,Alexa Ruiz,pjohnson@example.com,PROD5375,Shoes,Home,4,Satisfied with purchase,Satisfied with purchase. Now difference always conference himself determine offer.,2024-12-20,29.0,78,Positive
CUST00918,Eric Young,kramerchristopher@example.org,PROD8335,Watch,Accessories,2,Arrived late,Not as expected. Long build control face policy woman better forget sense voice white many.,2026-05-26,34.0,96,Critical
CUST00919,Michelle Ellis,bryan24@example.org,PROD5845,Camera,Electronics,4,Works well,Nice quality. Eight matter few minute time fire air task adult financial.,2024-12-02,19.0,57,Positive
CUST00920,Amanda Bradley,mitchelllisa@example.com,PROD6995,Smartphone,Home,1,Waste of money,Waste of money. Doctor technology eye attack kind both laugh strategy.,2025-07-12,10.0,39,Critical
CUST00921,John Lam,coopermark@example.org,PROD8430,Headphones,Home,3,Okay for the price,Neutral experience. Situation read girl dinner alone push find reflect employee fine outside.,2025-05-17,21.0,74,Neutral
CUST00922,Chad Scott,elynch@example.com,PROD3754,Tablet,Accessories,5,Excellent product,Highly recommended. Research response us once thank shake possible response south guess far.,2026-04-23,,98,Positive
CUST00923,Shelby Smith,flong@example.org,PROD8034,Backpack,Home,3,Works fine,Neutral experience. Glass huge upon commercial movie evidence Republican surface.,2024-10-20,7.0,15,Neutral
CUST00924,Adam Bailey,christiangarcia@example.com,PROD2777,Laptop,Home,4,Good product,,2024-09-11,42.0,73,Positive
CUST00925,David Harris,joneschristine@example.com,PROD4427,Smartphone,Electronics,1,Not working,Not working. Position participant cut next yard weight none manage.,2024-09-29,12.0,40,Critical
CUST00926,Daniel Butler,ocampbell@example.org,PROD9981,Smartphone,Accessories,1,,Broken on arrival. Friend political alone line personal loss oil matter true scene several star.,2025-09-27,34.0,74,Critical
CUST00927,Gloria Carter,elliottwilliam@example.org,PROD8283,Shoes,Accessories,3,Okay for the price,Average product. Probably discover create play head skill every lead.,2025-09-30,27.0,80,Neutral
CUST00928,James Delgado,,PROD7760,Tablet,Electronics,4,Recommended,Recommended. Series fear than evening economy subject hope social.,2026-05-12,12.0,38,Positive
CUST00929,Taylor Hampton,steven12@example.org,PROD9003,Smartphone,Fashion,2,Bad experience,Poor quality. Event organization space assume fly paper put morning with discover fish bill.,2024-11-21,23.0,38,Critical
CUST00930,Elizabeth Yoder,,PROD6119,Tablet,Fashion,3,Okay for the price,Average product. Have bed do hold pick age federal generation week house charge picture war.,2024-09-11,15.0,91,Neutral
CUST00931,Susan Jacobs,kathryn72@example.net,PROD4445,Smartphone,Home,1,Broken on arrival,Not working. Figure system buy despite street up top similar.,2025-04-22,9.0,76,Critical
CUST00932,Angel Young,zsmith@example.org,PROD5472,Headphones,Accessories,2,Poor quality,Bad experience. Now action himself sit option true take answer.,2026-05-20,45.0,87,Critical
CUST00933,Jonathan Hicks,cjohnson@example.com,PROD4598,Backpack,Home,4,Satisfied with purchase,Works well. Believe always until network goal popular space house and work draw gun.,2025-03-02,12.0,75,Positive
CUST00934,Mary Blevins,robert64@example.com,PROD2858,Laptop,Fashion,1,Not working,Waste of money. Material issue exist surface season church reflect grow so part guy.,2025-12-30,6.0,8,Critical
CUST00935,Lisa King,michellenelson@example.com,PROD2827,Watch,Fashion,1,Very disappointed,Waste of money. Way value structure quality save laugh lay.,2024-07-13,11.0,99,Critical
CUST00936,Judy Klein,laura36@example.com,PROD9440,Tablet,Electronics,4,Works well,Recommended. Radio stuff green must poor respond.,2024-07-16,41.0,41,Positive
CUST00937,Tammy Young,coltongriffith@example.org,PROD7015,Backpack,Home,4,Recommended,Recommended. Box now station team every while marriage training state involve able blue season.,2025-10-10,12.0,49,Positive
CUST00938,Mary Schneider,summersmandy@example.org,PROD4148,Laptop,Fashion,4,Satisfied with purchase,Nice quality. Hour eat party region high believe.,2024-09-19,36.0,37,Positive
CUST00939,Gregory Elliott,,PROD3368,Headphones,Accessories,5,Best purchase ever,Loved it. Writer them mind yeah of bit view.,2026-07-11,12.0,92,Positive
CUST00940,Dan Williams,susanjones@example.net,PROD2889,Smartphone,Electronics,2,Poor quality,Bad experience. Point about every win task nothing.,2024-12-31,12.0,93,Critical
CUST00941,John Roach,jenna00@example.net,PROD4545,Backpack,Fashion,3,Average product,Average product. Consider response their as six sit.,2025-09-02,23.0,25,Neutral
CUST00942,James James,hendersoncynthia@example.org,PROD8202,Tablet,Fashion,3,Works fine,Average product. Camera outside issue industry size offer successful expect section support party institution story.,2025-05-19,21.0,69,Neutral
CUST00943,Samantha Wagner,ronniespencer@example.org,PROD9987,Tablet,Accessories,1,Not working,Very disappointed. Decision this modern explain score wait resource turn power tree sing south.,2024-10-31,22.0,95,Critical
CUST00944,Charlene Greene,angela24@example.org,PROD7792,Watch,Fashion,4,Nice quality,Good product. Everybody believe next education meet issue easy.,2025-01-01,8.0,61,Positive
CUST00945,Douglas Navarro,ambernguyen@example.net,PROD5950,Headphones,Home,3,Okay for the price,Decent quality. Difficult raise I course officer personal.,2025-10-07,37.0,38,Neutral
CUST00946,Ann Jefferson,zmunoz@example.net,PROD8570,Laptop,Accessories,1,Not working,Waste of money. What bag standard seven three series production prepare.,2025-01-31,29.0,79,Critical
CUST00947,Isaiah Diaz,amanda08@example.org,PROD9541,Watch,Home,4,Works well,Works well. Behind within yard apply arrive statement cover.,2025-07-19,22.0,35,Positive
CUST00948,Monica Pena,cooperpatrick@example.org,PROD9400,Backpack,Accessories,3,Decent quality,Decent quality. Choice ahead particularly defense visit necessary quality.,2026-07-04,26.0,91,Neutral
CUST00949,Christopher Clay,christopheraguilar@example.net,PROD6136,Tablet,Electronics,1,Not working,Waste of money. Manager power several strategy physical development build cover standard.,2026-06-13,48.0,73,Critical
CUST00950,Taylor Green,kbrooks@example.org,PROD1614,Smartphone,Fashion,3,Average product,Works fine. Maybe land charge chair yard reveal.,2026-02-03,24.0,86,Neutral
CUST00951,Alexandra Costa,hmarsh@example.net,PROD3776,Camera,Electronics,3,Works fine,Works fine. Fire car back choice simple question education audience.,2025-03-29,3.0,13,Neutral
CUST00952,Nicole Walker,ucampbell@example.com,PROD5374,Tablet,Home,2,Not as expected,Arrived late. How finish class political really this commercial put degree.,2025-05-14,27.0,35,Critical
CUST00953,Lindsay Morris,johnnyquinn@example.net,PROD9566,Smartphone,Accessories,1,Waste of money,Terrible quality. Edge both toward evidence world clearly away top believe interview.,2026-06-13,25.0,64,Critical
CUST00954,Kristen Paul,ehart@example.org,PROD7974,Camera,Electronics,5,Best purchase ever,Excellent product. Course task stay interview yes performance eight more security.,2025-04-03,4.0,33,Positive
CUST00955,Matthew Cooke,ddouglas@example.com,PROD1145,Backpack,Home,5,Highly recommended,Excellent product. Involve return Mr oil tend him.,2026-03-29,34.0,57,Positive
CUST00956,Patrick Ortiz,fmullen@example.org,PROD1612,Shoes,Electronics,1,Waste of money,Waste of money. Shake writer its son history material wish instead stuff over.,2026-04-18,14.0,65,Critical
CUST00957,Todd Jarvis,elliottjessica@example.net,PROD9436,Watch,Fashion,5,Highly recommended,Best purchase ever. Society off cut here less argue while teach current wish.,2026-06-07,46.0,61,Positive
CUST00958,Julie Coffey,shelbyhouston@example.com,PROD2509,Smartphone,Fashion,5,Highly recommended,Loved it. On concern since fish born floor value cut body time home everyone whether.,2025-06-01,24.0,74,Positive
CUST00959,Dwayne Mcdonald,lsnyder@example.org,PROD4578,Headphones,Accessories,4,Recommended,Recommended. Blood law serious deal other assume bag.,2025-05-11,22.0,32,Positive
CUST00960,Sabrina Li,tina93@example.org,PROD8493,Watch,Accessories,3,Okay for the price,Decent quality. Manager over practice middle natural himself professional represent.,2026-03-04,7.0,75,Neutral
CUST00961,Pamela Sanchez,christine59@example.com,PROD6680,Backpack,Home,3,Average product,Average product. Hair its ready sport mention my.,2026-01-02,28.0,92,Neutral
CUST00962,Briana Schneider,,PROD9310,Laptop,Home,2,Arrived late,Not as expected. Fight appear could they customer rather sure know put offer decision.,2025-06-24,3.0,37,Critical
CUST00963,Stephanie King,copelandveronica@example.org,PROD4776,Smartphone,Home,4,Nice quality,Nice quality. Work final then heavy family they sense.,2025-06-07,25.0,39,Positive
CUST00964,Michael Shaw,,PROD1239,Headphones,Electronics,5,Highly recommended,Best purchase ever. Law hundred task data usually government personal visit arrive.,2025-07-07,40.0,74,Positive
CUST00965,Jeffrey Brown,coopererika@example.net,PROD9961,Backpack,Accessories,1,Waste of money,Not working. Face agent glass way social subject.,2026-05-18,8.0,91,Critical
CUST00966,Samuel Smith,diane11@example.net,PROD8194,Watch,Home,4,Nice quality,Good product. Growth work American evening cold hundred couple.,2025-02-21,34.0,85,Positive
CUST00967,Abigail Contreras,laurendavis@example.org,PROD9121,Shoes,Electronics,5,Highly recommended,Excellent product. Room summer compare play child play.,2026-02-01,4.0,100,Positive
CUST00968,Theresa Byrd,gcolon@example.com,PROD1501,Shoes,Electronics,2,Arrived late,Bad experience. Data indicate job option lead now question production home quickly believe hear receive.,2025-02-14,44.0,77,Critical
CUST00969,Kimberly Sparks,jamesgalloway@example.com,PROD1217,Tablet,Home,2,Poor quality,Arrived late. Serious movement challenge organization close involve mouth Republican course technology never sea floor.,2025-07-26,39.0,44,Critical
CUST00970,Robert Hall,lfigueroa@example.com,PROD2702,Smartphone,Accessories,5,Excellent product,Loved it. Radio size food draw man cold eight nice make reveal account day note.,2026-03-08,20.0,70,Positive
CUST00971,Nicholas Garcia,vtaylor@example.com,PROD2483,Laptop,Home,5,Best purchase ever,Amazing quality. Year employee away car arrive front over charge record author significant.,2024-07-30,7.0,39,Positive
CUST00972,Jeremiah Cook,ibanks@example.org,PROD8854,Tablet,Accessories,3,Okay for the price,Okay for the price. South road course one population cost total.,2026-04-09,22.0,76,Neutral
CUST00973,Katherine Castillo,annjohnson@example.net,PROD6798,Laptop,Accessories,1,Very disappointed,Waste of money. Resource study stop north listen will me article be.,2025-09-02,30.0,81,Critical
CUST00974,John Wilson,lward@example.org,PROD9402,Tablet,Fashion,2,Packaging damaged,Poor quality. Market loss member Democrat should agency study article example.,2025-04-18,44.0,57,Critical
CUST00975,Danny Nguyen,scottpowell@example.com,PROD1199,Shoes,Home,3,Works fine,Works fine. Can exist concern camera much however black material difficult fire pattern successful subject.,2026-05-14,21.0,93,Neutral
CUST00976,Luke Ray,joshua97@example.com,PROD3719,Tablet,Home,1,Terrible quality,Terrible quality. Appear main significant bit rather shake establish.,2025-02-20,21.0,57,Critical
CUST00977,Holly Johnson,nicolegray@example.com,PROD2794,Smartphone,Electronics,3,Decent quality,Okay for the price. Upon rock accept chance use seem mention number open west.,2024-10-30,48.0,59,Neutral
CUST00978,James Hess,kimberlyhoward@example.com,PROD2004,Watch,Electronics,4,Satisfied with purchase,Works well. Collection relationship serious dark statement lead.,2026-05-26,4.0,30,Positive
CUST00979,Kyle Phillips,coreyhuff@example.org,PROD3619,Laptop,Fashion,2,Arrived late,Bad experience. Arm imagine food out also stand nothing memory.,2026-01-27,7.0,55,Critical
CUST00980,Ashley Perry,cruzmichelle@example.net,PROD6168,Smartphone,Electronics,1,Broken on arrival,Terrible quality. Score war class feeling set else suggest from.,2026-07-06,21.0,100,Critical
CUST00981,Tanya Gray MD,mark78@example.org,PROD1050,Laptop,Home,4,Recommended,Satisfied with purchase. Sea cause east subject natural foot economic effect always end people.,2026-04-29,42.0,59,Positive
CUST00982,Mr. Jose Jacobson,jonesamy@example.net,PROD1507,Backpack,Accessories,3,Okay for the price,Decent quality. Senior produce personal yard third loss debate attention them course mouth letter stage.,2024-11-26,0.0,48,Neutral
CUST00983,Brian Garza,brendaprice@example.org,PROD7694,Watch,Electronics,2,Poor quality,Bad experience. Return couple town really people thought back though particular.,2024-09-10,39.0,72,Critical
CUST00984,Michael Mayer,thomaspeter@example.com,PROD4133,Headphones,Fashion,3,Neutral experience,Works fine. Always material again leave grow my seem first far plan.,2024-10-09,47.0,67,Neutral
CUST00985,Kevin Lee,phensley@example.com,PROD1904,Smartphone,Fashion,2,Bad experience,Not as expected. Next few foot it detail money attention Mr itself expect your.,2026-02-09,9.0,90,Critical
CUST00986,Matthew Webb,murphycrystal@example.org,PROD4129,Headphones,Fashion,1,Not working,Not working. Yard something everyone choose always ready even agreement road.,2025-04-17,37.0,84,Critical
CUST00987,Elizabeth Carpenter,thomastaylor@example.org,PROD7624,Tablet,Accessories,4,Recommended,Nice quality. Young remember wish power teach local of stuff focus today clearly.,2025-06-06,10.0,66,Positive
CUST00988,Matthew Williams,dbrady@example.org,PROD1790,Tablet,Electronics,5,Amazing quality,Highly recommended. Wide course among particular also father north this popular operation major else.,2026-03-16,35.0,61,Positive
CUST00989,Caroline Matthews DDS,brandon31@example.org,PROD3212,Headphones,Home,2,Not as expected,Arrived late. Little determine somebody western establish both conference start suffer key oil.,2024-10-10,4.0,82,Critical
CUST00990,Brian Bailey,daniel86@example.net,PROD8899,Backpack,Home,1,Terrible quality,Not working. Time exactly authority region little identify peace site.,2025-08-01,18.0,23,Critical
CUST00991,William Farmer,jamesevans@example.net,PROD4211,Watch,Electronics,4,Nice quality,Satisfied with purchase. Point news him right easy evidence table seem.,2024-09-26,45.0,59,Positive
CUST00992,Alice Blake,david03@example.net,PROD3409,Watch,Accessories,4,Recommended,Recommended. Me commercial bring home quickly good.,2024-12-09,13.0,20,Positive
CUST00993,Robert Anderson,patricksimpson@example.org,PROD6651,Laptop,Fashion,2,Poor quality,Arrived late. So whom my decide appear focus car matter list theory sister impact.,2024-09-24,20.0,82,Critical
CUST00994,Dawn Wright,lisa88@example.org,PROD3355,Shoes,Electronics,2,Packaging damaged,Bad experience. Later shake option to if from home the we guy wonder prevent.,2024-10-18,7.0,90,Critical
CUST00995,Marissa Ryan,gomezsandra@example.com,PROD5791,Smartphone,Home,5,Loved it,Best purchase ever. Group piece you sit point simple kind pass break although together society really.,2025-03-22,50.0,71,Positive
CUST00996,Daniel Chase,qturner@example.net,PROD6453,Tablet,Accessories,5,Loved it,Excellent product. Avoid add story scientist dream some scientist begin be economic show me.,2026-07-09,11.0,23,Positive
CUST00997,Shannon Stone,douglasjohnson@example.com,PROD8914,Watch,Accessories,2,Packaging damaged,Poor quality. Course safe realize sound less number debate others once president simply couple great.,2025-07-15,19.0,68,Critical
CUST00998,Emily Suarez,traci08@example.com,PROD4830,Tablet,Home,4,Recommended,Good product. Name never share teach most put.,2025-10-25,20.0,36,Positive
CUST00999,Cody Jacobs,dixoncynthia@example.org,PROD6393,Camera,Electronics,2,Arrived late,Arrived late. Space choice matter protect cup simply fact.,2024-12-01,48.0,61,Critical
CUST01000,Nicholas Nunez,nicolesanders@example.org,PROD3966,Backpack,Fashion,2,Not as expected,Arrived late. Final science information tonight other paper hand audience door music blood data.,2025-06-09,30.0,77,Critical
CUST01001,Kevin Price,,PROD4192,Headphones,Electronics,3,Average product,Works fine. Political summer house pressure hundred big understand more ready describe line participant agree.,2025-03-28,1000.0,5000,Neutral
CUST01002,Allison Pierce,eweber@example.net,PROD6390,Tablet,Accessories,1,Not working,Broken on arrival. Effort shake star window of student top.,2026-06-18,2.0,61,Critical
CUST01003,Kristen Sanford,diazlarry@example.com,PROD1821,Laptop,Home,5,Amazing quality,Amazing quality. Box investment front piece or will pass trade alone morning white high great.,2025-12-04,42.0,84,Positive
CUST01004,Mary Hunter,browndebbie@example.net,PROD1988,Laptop,Home,3,Works fine,Okay for the price. Individual north professor walk magazine your bank above east road.,2026-02-19,39.0,98,Neutral
CUST01005,Karen Soto,mhill@example.com,PROD1118,Laptop,Accessories,3,Works fine,Average product. Direction against tree site once people third structure TV out quite campaign.,2026-05-15,5.0,51,Neutral
CUST01006,Kendra Gentry,jperry@example.com,PROD2133,Backpack,Accessories,5,Loved it,,2024-07-29,40.0,97,Positive
CUST01007,Corey Gonzales,eknight@example.org,PROD3474,Watch,Home,2,Arrived late,Not as expected. All call measure born enough beautiful and TV training.,2024-08-13,33.0,47,Critical
CUST01008,Michael Stanley Jr.,curtisbailey@example.org,PROD9767,Tablet,Electronics,3,Decent quality,Works fine. Skill possible other figure my understand southern detail provide off but.,2026-06-09,46.0,86,Neutral
CUST01009,Anthony Arroyo,kimberly05@example.org,PROD5179,Tablet,Home,5,Amazing quality,Amazing quality. Rise of paper star fast baby.,2026-01-22,35.0,88,Positive
CUST01010,Sandra Rodriguez,kylemoore@example.com,PROD4049,Smartphone,Electronics,4,Nice quality,Satisfied with purchase. Ground another type similar maybe role inside claim morning.,2025-06-03,22.0,93,Positive
CUST01011,Paula Ward,lhoward@example.org,PROD5344,Headphones,Electronics,5,Best purchase ever,Best purchase ever. Teacher phone condition group hotel four finally contain end fight source speak.,2024-09-10,27.0,48,Positive
CUST01012,Michelle Smith,clarkzachary@example.net,PROD4941,Shoes,Electronics,1,Waste of money,Very disappointed. Make economic old big successful town time modern.,2026-04-11,7.0,54,Critical
CUST01013,Tracy Davis,bradleykathryn@example.org,PROD4531,Headphones,Accessories,4,Good product,Satisfied with purchase. Thank artist perform traditional lead coach finish.,2025-07-07,17.0,90,Positive
CUST01014,Travis Brooks,stevenchristian@example.net,PROD4955,Backpack,Electronics,2,Arrived late,Bad experience. Keep across chance idea talk simply thank quite state trade.,2025-08-23,14.0,65,Critical
CUST01015,Francisco Bennett,kyle31@example.com,PROD1465,Camera,Fashion,5,Highly recommended,Excellent product. Sure bit somebody full wish physical push as as draw out kind.,2025-06-21,,58,Positive
CUST01016,Sandra Lyons,robinsonsteven@example.com,PROD8829,Shoes,Electronics,4,Nice quality,Satisfied with purchase. Door star support perhaps game history nearly others professional.,2026-06-30,25.0,62,Positive
CUST01017,James Harrington,pellison@example.org,PROD4936,Shoes,Fashion,3,Works fine,Works fine. Project part ability agreement small area serve century again success culture reason statement.,2026-01-29,25.0,28,Neutral
CUST01018,John Woods,coffeymichael@example.net,PROD6931,Backpack,Fashion,3,Neutral experience,Decent quality. Between suggest camera blue time science edge modern upon man whatever ten.,2025-06-11,26.0,87,Neutral
CUST01019,Nicholas Yoder,murphyjulie@example.org,PROD4047,Shoes,Fashion,4,Nice quality,Recommended. Seek fly those tell major day minute end much movie if.,2025-08-10,35.0,61,Positive
CUST01020,Michelle Rodriguez,annandrade@example.org,PROD4626,Watch,Home,4,Satisfied with purchase,Nice quality. Answer follow many issue instead wear result service.,2024-08-10,28.0,73,Positive
CUST01021,Jessica Lindsey,sharppaul@example.org,PROD7047,Camera,Accessories,4,Works well,Recommended. Hair magazine left play interest land suddenly event treat street.,2026-04-07,35.0,44,Positive
CUST01022,Kristina Wheeler,castilloheather@example.net,PROD4128,Shoes,Fashion,3,Works fine,Okay for the price. Sign better reality until rich clear strong.,2026-07-13,39.0,92,Neutral
CUST01023,Douglas Chan,melissakelley@example.org,PROD5358,Headphones,Accessories,4,Satisfied with purchase,Recommended. Set a skin research why million position involve sport beat challenge.,2026-04-11,13.0,92,Positive
CUST01024,William Jackson,jessicabowman@example.org,PROD8784,Camera,Home,1,Broken on arrival,Terrible quality. Culture fly poor tree board perhaps democratic.,2025-05-08,45.0,82,Critical
CUST01025,Patrick Baldwin,charles04@example.net,PROD1000,Tablet,Electronics,2,Bad experience,Packaging damaged. Thousand soldier world kid budget might carry executive statement fight shoulder individual hospital.,2025-07-30,45.0,82,Critical
CUST01026,Sabrina Smith,erichumphrey@example.org,PROD1233,Tablet,Electronics,3,Neutral experience,Neutral experience. Nation only about economy step quite animal.,2024-12-17,2.0,80,Neutral
CUST01027,Kathy Welch DVM,ghernandez@example.org,PROD6808,Headphones,Electronics,2,Bad experience,Arrived late. Agree as cup two instead life and piece.,2026-04-27,5.0,85,Critical
CUST01028,Tina Smith,vanessasalinas@example.org,PROD4359,Smartphone,Accessories,2,Bad experience,Arrived late. It take whether kind member dinner drug point professor site off police.,2024-08-05,39.0,90,Critical
CUST01029,Nicole Pierce,lawrencerojas@example.net,PROD8170,Camera,Fashion,3,Average product,Decent quality. Source get change line suddenly total foot water.,2024-07-24,26.0,47,Neutral
CUST01030,Karina Clarke,currypatricia@example.com,PROD9478,Smartphone,Electronics,1,Very disappointed,Broken on arrival. Walk clearly camera own hotel field doctor similar.,2025-01-05,3.0,49,Critical
CUST01031,Bradley Johnson,tara12@example.net,PROD1488,Tablet,Home,4,Recommended,Works well. Red peace lot daughter happy PM often medical car air.,2026-02-22,41.0,92,Positive
CUST01032,Natalie Ramirez,john63@example.net,PROD6214,Smartphone,Accessories,5,Highly recommended,Highly recommended. Rich professional card begin recognize weight center help son.,2024-08-09,29.0,39,Positive
CUST01033,,alexander62@example.com,PROD1453,Camera,Home,1,Waste of money,Very disappointed. Window sound among list professor either between.,2026-05-18,29.0,35,Critical
CUST01034,Daniel Roth,williamsdanielle@example.org,PROD8095,Camera,Home,5,Excellent product,Loved it. Father well religious past ask himself election.,2026-06-25,24.0,89,Positive
CUST01035,Kayla Ayers,nancy93@example.com,PROD3164,Laptop,Electronics,2,Poor quality,Bad experience. Hard carry step friend this thing ever story tell choice sound member lawyer.,2025-06-15,,94,Critical
CUST01036,Margaret Adams,justindavenport@example.com,PROD1253,Headphones,Home,3,Average product,Neutral experience. Personal seek work offer total black minute a task data ago report.,2025-07-25,15.0,49,Neutral
CUST01037,Mark Schultz,iholland@example.net,PROD3039,Backpack,Accessories,3,Average product,Neutral experience. Commercial others our message when buy west reveal.,2025-07-25,26.0,94,Neutral
CUST01038,James Cole,john05@example.net,PROD5076,Laptop,Home,4,Nice quality,Nice quality. Country miss shoulder question himself few here drop me require management over determine.,2025-08-16,27.0,58,Positive
CUST01039,Ana Leon,megan76@example.net,PROD1168,Camera,Fashion,3,Decent quality,Average product. Charge right cause deal stage single top recently ok rise.,2026-03-26,3.0,33,Neutral
CUST01040,Victoria Jackson,thomasautumn@example.net,PROD9515,Camera,Accessories,5,Loved it,Best purchase ever. Popular idea morning conference accept hand ok answer.,2025-07-14,16.0,59,Positive
CUST01041,Marc Marquez,jparker@example.com,PROD5217,Camera,Electronics,5,Highly recommended,Amazing quality. Yeah among only several newspaper question.,2026-04-09,46.0,80,Positive
CUST01042,Rachel Coleman,glloyd@example.org,PROD1911,Shoes,Accessories,2,Arrived late,Bad experience. Smile moment court daughter policy single garden success water human.,2026-07-12,39.0,63,Critical
CUST01043,Randall Vaughan,kevin97@example.org,PROD2978,Headphones,Electronics,4,Nice quality,Nice quality. Blue black ask big purpose finish name future various.,2026-04-29,29.0,98,Positive
CUST01044,Charles Lambert,kortiz@example.com,PROD5127,Smartphone,Accessories,2,Arrived late,Poor quality. Industry family step without quickly number carry store knowledge though explain question.,2025-10-19,2.0,88,Critical
